Year,Month,Type,Category,Reporting Year,Reporting Month,Count
2024,06,TXDPS,Homicide,2021,1,49
2024,06,TXDPS,Homicide,2021,2,49
2024,06,TXDPS,Homicide,2021,3,52
2024,06,TXDPS,Homicide,2021,4,54
2024,06,TXDPS,Homicide,2021,5,64
2024,06,TXDPS,Homicide,2021,6,64
2024,06,TXDPS,Homicide,2020,1,32
2024,06,TXDPS,Homicide,2020,2,27
2024,06,TXDPS,Homicide,2020,3,38
2024,06,TXDPS,Homicide,2020,4,55
2024,06,TXDPS,Homicide,2020,5,47
2024,06,TXDPS,Homicide,2020,6,43
2024,06,HCDC,Sexual Assault,2024,1,89
2024,06,HCDC,Sexual Assault,2024,2,101
2024,06,HCDC,Sexual Assault,2024,3,122
2024,06,HCDC,Sexual Assault,2024,4,101
2024,06,HCDC,Sexual Assault,2024,5,81
2024,06,HCDC,Sexual Assault,2024,6,66
2024,06,HCDC,Sexual Assault,2023,1,39
2024,06,HCDC,Sexual Assault,2023,2,76
2024,06,HCDC,Sexual Assault,2023,3,62
2024,06,HCDC,Sexual Assault,2023,4,50
2024,06,HCDC,Sexual Assault,2023,5,78
2024,06,HCDC,Sexual Assault,2023,6,83
2024,06,HCDC,Sexual Assault,2022,1,54
2024,06,HCDC,Sexual Assault,2022,2,57
2024,06,HCDC,Sexual Assault,2022,3,72
2024,06,HCDC,Sexual Assault,2022,4,57
2024,06,HCDC,Sexual Assault,2022,5,53
2024,06,HCDC,Sexual Assault,2022,6,52
2024,06,HCDC,Sexual Assault,2021,1,56
2024,06,HCDC,Sexual Assault,2021,2,67
2024,06,HCDC,Sexual Assault,2021,3,95
2024,06,HCDC,Sexual Assault,2021,4,77
2024,06,HCDC,Sexual Assault,2021,5,76
2024,06,HCDC,Sexual Assault,2021,6,73
2024,06,HCDC,Sexual Assault,2020,1,76
2024,06,HCDC,Sexual Assault,2020,2,71
2024,06,HCDC,Sexual Assault,2020,3,83
2024,06,HCDC,Sexual Assault,2020,4,61
2024,06,HCDC,Sexual Assault,2020,5,59
2024,06,HCDC,Sexual Assault,2020,6,54
2024,06,TXDPS,Sexual Assault,2024,1,259
2024,06,TXDPS,Sexual Assault,2024,2,312
2024,06,TXDPS,Sexual Assault,2024,3,321
2024,06,TXDPS,Sexual Assault,2024,4,347
2024,06,TXDPS,Sexual Assault,2024,5,384
2024,06,TXDPS,Sexual Assault,2024,6,280
2024,06,TXDPS,Sexual Assault,2023,1,359
2024,06,TXDPS,Sexual Assault,2023,2,393
2024,06,TXDPS,Sexual Assault,2023,3,443
2024,06,TXDPS,Sexual Assault,2023,4,359
2024,06,TXDPS,Sexual Assault,2023,5,394
2024,06,TXDPS,Sexual Assault,2023,6,389
2024,06,TXDPS,Sexual Assault,2022,1,358
2024,06,TXDPS,Sexual Assault,2022,2,301
2024,06,TXDPS,Sexual Assault,2022,3,366
2024,06,TXDPS,Sexual Assault,2022,4,351
2024,06,TXDPS,Sexual Assault,2022,5,355
2024,06,TXDPS,Sexual Assault,2022,6,337
2024,06,TXDPS,Sexual Assault,2021,1,332
2024,06,TXDPS,Sexual Assault,2021,2,298
2024,06,TXDPS,Sexual Assault,2021,3,384
2024,06,TXDPS,Sexual Assault,2021,4,358
2024,06,TXDPS,Sexual Assault,2021,5,360
2024,06,TXDPS,Sexual Assault,2021,6,392
2024,06,TXDPS,Sexual Assault,2020,1,247
2024,06,TXDPS,Sexual Assault,2020,2,306
2024,06,TXDPS,Sexual Assault,2020,3,311
2024,06,TXDPS,Sexual Assault,2020,4,278
2024,06,TXDPS,Sexual Assault,2020,5,338
2024,06,TXDPS,Sexual Assault,2020,6,360
2024,06,HCDC,Weapon Offenses,2024,1,483
2024,06,HCDC,Weapon Offenses,2024,2,456
2024,06,HCDC,Weapon Offenses,2024,3,480
2024,06,HCDC,Weapon Offenses,2024,4,485
2024,06,HCDC,Weapon Offenses,2024,5,480
2024,06,HCDC,Weapon Offenses,2024,6,475
2024,06,HCDC,Weapon Offenses,2023,1,540
2024,06,HCDC,Weapon Offenses,2023,2,527
2024,06,HCDC,Weapon Offenses,2023,3,530
2024,06,HCDC,Weapon Offenses,2023,4,531
2024,06,HCDC,Weapon Offenses,2023,5,512
2024,06,HCDC,Weapon Offenses,2023,6,492
2024,06,HCDC,Weapon Offenses,2022,1,591
2024,06,HCDC,Weapon Offenses,2022,2,561
2024,06,HCDC,Weapon Offenses,2022,3,574
2024,06,HCDC,Weapon Offenses,2022,4,588
2024,06,HCDC,Weapon Offenses,2022,5,612
2024,06,HCDC,Weapon Offenses,2022,6,560
2024,06,HCDC,Weapon Offenses,2021,1,657
2024,06,HCDC,Weapon Offenses,2021,2,491
2024,06,HCDC,Weapon Offenses,2021,3,631
2024,06,HCDC,Weapon Offenses,2021,4,584
2024,06,HCDC,Weapon Offenses,2021,5,679
2024,06,HCDC,Weapon Offenses,2021,6,645
2024,06,HCDC,Weapon Offenses,2020,1,387
2024,06,HCDC,Weapon Offenses,2020,2,307
2024,06,HCDC,Weapon Offenses,2020,3,278
2024,06,HCDC,Weapon Offenses,2020,4,313
2024,06,HCDC,Weapon Offenses,2020,5,495
2024,06,HCDC,Weapon Offenses,2020,6,330
2024,06,TXDPS,Weapon Offenses,2024,1,383
2024,06,TXDPS,Weapon Offenses,2024,2,395
2024,06,TXDPS,Weapon Offenses,2024,3,362
2024,06,TXDPS,Weapon Offenses,2024,4,445
2024,06,TXDPS,Weapon Offenses,2024,5,320
2024,06,TXDPS,Weapon Offenses,2024,6,367
2024,06,TXDPS,Weapon Offenses,2023,1,541
2024,06,TXDPS,Weapon Offenses,2023,2,507
2024,06,TXDPS,Weapon Offenses,2023,3,537
2024,06,TXDPS,Weapon Offenses,2023,4,441
2024,06,TXDPS,Weapon Offenses,2023,5,519
2024,06,TXDPS,Weapon Offenses,2023,6,456
2024,06,TXDPS,Weapon Offenses,2022,1,632
2024,06,TXDPS,Weapon Offenses,2022,2,614
2024,06,TXDPS,Weapon Offenses,2022,3,658
2024,06,TXDPS,Weapon Offenses,2022,4,572
2024,06,TXDPS,Weapon Offenses,2022,5,561
2024,06,TXDPS,Weapon Offenses,2022,6,553
2024,06,TXDPS,Weapon Offenses,2021,1,607
2024,06,TXDPS,Weapon Offenses,2021,2,514
2024,06,TXDPS,Weapon Offenses,2021,3,665
2024,06,TXDPS,Weapon Offenses,2021,4,575
2024,06,TXDPS,Weapon Offenses,2021,5,638
2024,06,TXDPS,Weapon Offenses,2021,6,596
2024,06,TXDPS,Weapon Offenses,2020,1,240
2024,06,TXDPS,Weapon Offenses,2020,2,313
2024,06,TXDPS,Weapon Offenses,2020,3,323
2024,06,TXDPS,Weapon Offenses,2020,4,315
2024,06,TXDPS,Weapon Offenses,2020,5,503
2024,06,TXDPS,Weapon Offenses,2020,6,358
2024,07,HCDC,Aggravated Assault,2020,1,316
2024,07,HCDC,Aggravated Assault,2020,2,269
2024,07,HCDC,Aggravated Assault,2020,3,295
2024,07,HCDC,Aggravated Assault,2020,4,352
2024,07,HCDC,Aggravated Assault,2020,5,409
2024,07,HCDC,Aggravated Assault,2020,6,335
2024,07,HCDC,Aggravated Assault,2020,7,340
2024,07,HCDC,Aggravated Assault,2021,1,422
2024,07,HCDC,Aggravated Assault,2021,2,339
2024,07,HCDC,Aggravated Assault,2021,3,399
2024,07,HCDC,Aggravated Assault,2021,4,455
2024,07,HCDC,Aggravated Assault,2021,5,464
2024,07,HCDC,Aggravated Assault,2021,6,398
2024,07,HCDC,Aggravated Assault,2021,7,444
2024,07,HCDC,Aggravated Assault,2022,1,377
2024,07,HCDC,Aggravated Assault,2022,2,343
2024,07,HCDC,Aggravated Assault,2022,3,354
2024,07,HCDC,Aggravated Assault,2022,4,351
2024,07,HCDC,Aggravated Assault,2022,5,399
2024,07,HCDC,Aggravated Assault,2022,6,347
2024,07,HCDC,Aggravated Assault,2022,7,395
2024,07,HCDC,Aggravated Assault,2023,1,398
2024,07,HCDC,Aggravated Assault,2023,2,279
2024,07,HCDC,Aggravated Assault,2023,3,388
2024,07,HCDC,Aggravated Assault,2023,4,373
2024,07,HCDC,Aggravated Assault,2023,5,439
2024,07,HCDC,Aggravated Assault,2023,6,439
2024,07,HCDC,Aggravated Assault,2023,7,425
2024,07,HCDC,Aggravated Assault,2024,1,323
2024,07,HCDC,Aggravated Assault,2024,2,410
2024,07,HCDC,Aggravated Assault,2024,3,445
2024,07,HCDC,Aggravated Assault,2024,4,492
2024,07,HCDC,Aggravated Assault,2024,5,462
2024,07,HCDC,Aggravated Assault,2024,6,479
2024,07,HCDC,Aggravated Assault,2024,7,521
2024,07,TXDPS,Aggravated Assault,2020,1,1369
2024,07,TXDPS,Aggravated Assault,2020,2,1550
2024,07,TXDPS,Aggravated Assault,2020,3,1989
2024,07,TXDPS,Aggravated Assault,2020,4,2091
2024,07,TXDPS,Aggravated Assault,2020,5,2500
2024,07,TXDPS,Aggravated Assault,2020,6,2234
2024,07,TXDPS,Aggravated Assault,2020,7,2343
2024,07,TXDPS,Aggravated Assault,2021,1,2232
2024,07,TXDPS,Aggravated Assault,2021,2,1889
2024,07,TXDPS,Aggravated Assault,2021,3,2103
2024,07,TXDPS,Aggravated Assault,2021,4,2248
2024,07,TXDPS,Aggravated Assault,2021,5,2460
2024,07,TXDPS,Aggravated Assault,2021,6,2450
2024,07,TXDPS,Aggravated Assault,2021,7,2481
2024,07,TXDPS,Aggravated Assault,2022,1,2126
2024,07,TXDPS,Aggravated Assault,2022,2,1884
2024,07,TXDPS,Aggravated Assault,2022,3,2167
2024,07,TXDPS,Aggravated Assault,2022,4,2110
2024,07,TXDPS,Aggravated Assault,2022,5,2432
2024,07,TXDPS,Aggravated Assault,2022,6,2048
2024,07,TXDPS,Aggravated Assault,2022,7,2234
2024,07,TXDPS,Aggravated Assault,2023,1,1942
2024,07,TXDPS,Aggravated Assault,2023,2,1719
2024,07,TXDPS,Aggravated Assault,2023,3,2200
2024,07,TXDPS,Aggravated Assault,2023,4,2179
2024,07,TXDPS,Aggravated Assault,2023,5,2180
2024,07,TXDPS,Aggravated Assault,2023,6,2089
2024,07,TXDPS,Aggravated Assault,2023,7,2187
2024,07,TXDPS,Aggravated Assault,2024,1,1703
2024,07,TXDPS,Aggravated Assault,2024,2,1730
2024,07,TXDPS,Aggravated Assault,2024,3,1850
2024,07,TXDPS,Aggravated Assault,2024,4,1931
2024,07,TXDPS,Aggravated Assault,2024,5,2084
2024,07,TXDPS,Aggravated Assault,2024,6,1942
2024,07,TXDPS,Aggravated Assault,2024,7,1809
2024,07,HCDC,Homicide,2020,1,26
2024,07,HCDC,Homicide,2020,2,31
2024,07,HCDC,Homicide,2020,3,23
2024,07,HCDC,Homicide,2020,4,39
2024,07,HCDC,Homicide,2020,5,43
2024,07,HCDC,Homicide,2020,6,26
2024,07,HCDC,Homicide,2020,7,35
2024,07,HCDC,Homicide,2021,1,42
2024,07,HCDC,Homicide,2021,2,34
2024,07,HCDC,Homicide,2021,3,62
2024,07,HCDC,Homicide,2021,4,61
2024,07,HCDC,Homicide,2021,5,34
2024,07,HCDC,Homicide,2021,6,37
2024,07,HCDC,Homicide,2021,7,66
2024,07,HCDC,Homicide,2022,1,48
2024,07,HCDC,Homicide,2022,2,46
2024,07,HCDC,Homicide,2022,3,36
2024,07,HCDC,Homicide,2022,4,49
2024,07,HCDC,Homicide,2022,5,42
2024,07,HCDC,Homicide,2022,6,54
2024,07,HCDC,Homicide,2022,7,61
2024,07,HCDC,Homicide,2023,1,49
2024,07,HCDC,Homicide,2023,2,47
2024,07,HCDC,Homicide,2023,3,48
2024,07,HCDC,Homicide,2023,4,56
2024,07,HCDC,Homicide,2023,5,45
2024,07,HCDC,Homicide,2023,6,68
2024,07,HCDC,Homicide,2023,7,65
2024,07,HCDC,Homicide,2024,1,33
2024,07,HCDC,Homicide,2024,2,24
2024,07,HCDC,Homicide,2024,3,38
2024,07,HCDC,Homicide,2024,4,62
2024,07,HCDC,Homicide,2024,5,36
2024,07,HCDC,Homicide,2024,6,44
2024,07,HCDC,Homicide,2024,7,32
2024,07,TXDPS,Homicide,2020,1,32
2024,07,TXDPS,Homicide,2020,2,27
2024,07,TXDPS,Homicide,2020,3,38
2024,07,TXDPS,Homicide,2020,4,55
2024,07,TXDPS,Homicide,2020,5,47
2024,07,TXDPS,Homicide,2020,6,43
2024,07,TXDPS,Homicide,2020,7,41
2024,07,TXDPS,Homicide,2021,1,49
2024,07,TXDPS,Homicide,2021,2,49
2024,07,TXDPS,Homicide,2021,3,52
2024,07,TXDPS,Homicide,2021,4,54
2024,07,TXDPS,Homicide,2021,5,62
2024,07,TXDPS,Homicide,2021,6,64
2024,07,TXDPS,Homicide,2021,7,40
2024,07,TXDPS,Homicide,2022,1,62
2024,07,TXDPS,Homicide,2022,2,53
2024,07,TXDPS,Homicide,2022,3,39
2024,07,TXDPS,Homicide,2022,4,51
2024,07,TXDPS,Homicide,2022,5,57
2024,07,TXDPS,Homicide,2022,6,69
2024,07,TXDPS,Homicide,2022,7,52
2024,07,TXDPS,Homicide,2023,1,51
2024,07,TXDPS,Homicide,2023,2,38
2024,07,TXDPS,Homicide,2023,3,29
2024,07,TXDPS,Homicide,2023,4,39
2024,07,TXDPS,Homicide,2023,5,59
2024,07,TXDPS,Homicide,2023,6,41
2024,07,TXDPS,Homicide,2023,7,52
2024,07,TXDPS,Homicide,2024,1,36
2024,07,TXDPS,Homicide,2024,2,27
2024,07,TXDPS,Homicide,2024,3,26
2024,07,TXDPS,Homicide,2024,4,36
2024,07,TXDPS,Homicide,2024,5,44
2024,07,TXDPS,Homicide,2024,6,38
2024,07,TXDPS,Homicide,2024,7,37
2024,07,HCDC,Sexual Assault,2020,1,75
2024,07,HCDC,Sexual Assault,2020,2,71
2024,07,HCDC,Sexual Assault,2020,3,83
2024,07,HCDC,Sexual Assault,2020,4,61
2024,07,HCDC,Sexual Assault,2020,5,59
2024,07,HCDC,Sexual Assault,2020,6,54
2024,07,HCDC,Sexual Assault,2020,7,83
2024,07,HCDC,Sexual Assault,2021,1,55
2024,07,HCDC,Sexual Assault,2021,2,67
2024,07,HCDC,Sexual Assault,2021,3,95
2024,07,HCDC,Sexual Assault,2021,4,77
2024,07,HCDC,Sexual Assault,2021,5,76
2024,07,HCDC,Sexual Assault,2021,6,72
2024,07,HCDC,Sexual Assault,2021,7,81
2024,07,HCDC,Sexual Assault,2022,1,54
2024,07,HCDC,Sexual Assault,2022,2,57
2024,07,HCDC,Sexual Assault,2022,3,72
2024,07,HCDC,Sexual Assault,2022,4,58
2024,07,HCDC,Sexual Assault,2022,5,53
2024,07,HCDC,Sexual Assault,2022,6,53
2024,07,HCDC,Sexual Assault,2022,7,72
2024,07,HCDC,Sexual Assault,2023,1,39
2024,07,HCDC,Sexual Assault,2023,2,76
2024,07,HCDC,Sexual Assault,2023,3,60
2024,07,HCDC,Sexual Assault,2023,4,50
2024,07,HCDC,Sexual Assault,2023,5,77
2024,07,HCDC,Sexual Assault,2023,6,82
2024,07,HCDC,Sexual Assault,2023,7,85
2024,07,HCDC,Sexual Assault,2024,1,90
2024,07,HCDC,Sexual Assault,2024,2,102
2024,07,HCDC,Sexual Assault,2024,3,122
2024,07,HCDC,Sexual Assault,2024,4,106
2024,07,HCDC,Sexual Assault,2024,5,82
2024,07,HCDC,Sexual Assault,2024,6,66
2024,07,HCDC,Sexual Assault,2024,7,62
2024,07,TXDPS,Sexual Assault,2020,1,248
2024,07,TXDPS,Sexual Assault,2020,2,306
2024,07,TXDPS,Sexual Assault,2020,3,311
2024,07,TXDPS,Sexual Assault,2020,4,277
2024,07,TXDPS,Sexual Assault,2020,5,339
2024,07,TXDPS,Sexual Assault,2020,6,361
2024,07,TXDPS,Sexual Assault,2020,7,293
2024,07,TXDPS,Sexual Assault,2021,1,331
2024,07,TXDPS,Sexual Assault,2021,2,298
2024,07,TXDPS,Sexual Assault,2021,3,384
2024,07,TXDPS,Sexual Assault,2021,4,358
2024,07,TXDPS,Sexual Assault,2021,5,360
2024,07,TXDPS,Sexual Assault,2021,6,392
2024,07,TXDPS,Sexual Assault,2021,7,321
2024,07,TXDPS,Sexual Assault,2022,1,360
2024,07,TXDPS,Sexual Assault,2022,2,301
2024,07,TXDPS,Sexual Assault,2022,3,366
2024,07,TXDPS,Sexual Assault,2022,4,352
2024,07,TXDPS,Sexual Assault,2022,5,356
2024,07,TXDPS,Sexual Assault,2022,6,336
2024,07,TXDPS,Sexual Assault,2022,7,352
2024,07,TXDPS,Sexual Assault,2023,1,363
2024,07,TXDPS,Sexual Assault,2023,2,392
2024,07,TXDPS,Sexual Assault,2023,3,444
2024,07,TXDPS,Sexual Assault,2023,4,358
2024,07,TXDPS,Sexual Assault,2023,5,396
2024,07,TXDPS,Sexual Assault,2023,6,389
2024,07,TXDPS,Sexual Assault,2023,7,357
2024,07,TXDPS,Sexual Assault,2024,1,258
2024,07,TXDPS,Sexual Assault,2024,2,314
2024,07,TXDPS,Sexual Assault,2024,3,319
2024,07,TXDPS,Sexual Assault,2024,4,352
2024,07,TXDPS,Sexual Assault,2024,5,386
2024,07,TXDPS,Sexual Assault,2024,6,328
2024,07,TXDPS,Sexual Assault,2024,7,255
2024,07,HCDC,Weapon Offenses,2020,1,386
2024,07,HCDC,Weapon Offenses,2020,2,307
2024,07,HCDC,Weapon Offenses,2020,3,277
2024,07,HCDC,Weapon Offenses,2020,4,313
2024,07,HCDC,Weapon Offenses,2020,5,494
2024,07,HCDC,Weapon Offenses,2020,6,329
2024,07,HCDC,Weapon Offenses,2020,7,395
2024,07,HCDC,Weapon Offenses,2021,1,657
2024,07,HCDC,Weapon Offenses,2021,2,490
2024,07,HCDC,Weapon Offenses,2021,3,632
2024,07,HCDC,Weapon Offenses,2021,4,586
2024,07,HCDC,Weapon Offenses,2021,5,679
2024,07,HCDC,Weapon Offenses,2021,6,644
2024,07,HCDC,Weapon Offenses,2021,7,657
2024,07,HCDC,Weapon Offenses,2022,1,590
2024,07,HCDC,Weapon Offenses,2022,2,560
2024,07,HCDC,Weapon Offenses,2022,3,574
2024,07,HCDC,Weapon Offenses,2022,4,587
2024,07,HCDC,Weapon Offenses,2022,5,612
2024,07,HCDC,Weapon Offenses,2022,6,560
2024,07,HCDC,Weapon Offenses,2022,7,558
2024,07,HCDC,Weapon Offenses,2023,1,540
2024,07,HCDC,Weapon Offenses,2023,2,527
2024,07,HCDC,Weapon Offenses,2023,3,530
2024,07,HCDC,Weapon Offenses,2023,4,531
2024,07,HCDC,Weapon Offenses,2023,5,510
2024,07,HCDC,Weapon Offenses,2023,6,491
2024,07,HCDC,Weapon Offenses,2023,7,497
2024,07,HCDC,Weapon Offenses,2024,1,481
2024,07,HCDC,Weapon Offenses,2024,2,455
2024,07,HCDC,Weapon Offenses,2024,3,480
2024,07,HCDC,Weapon Offenses,2024,4,483
2024,07,HCDC,Weapon Offenses,2024,5,478
2024,07,HCDC,Weapon Offenses,2024,6,473
2024,07,HCDC,Weapon Offenses,2024,7,499
2024,07,TXDPS,Weapon Offenses,2020,1,242
2024,07,TXDPS,Weapon Offenses,2020,2,314
2024,07,TXDPS,Weapon Offenses,2020,3,323
2024,07,TXDPS,Weapon Offenses,2020,4,314
2024,07,TXDPS,Weapon Offenses,2020,5,501
2024,07,TXDPS,Weapon Offenses,2020,6,357
2024,07,TXDPS,Weapon Offenses,2020,7,449
2024,07,TXDPS,Weapon Offenses,2021,1,606
2024,07,TXDPS,Weapon Offenses,2021,2,514
2024,07,TXDPS,Weapon Offenses,2021,3,664
2024,07,TXDPS,Weapon Offenses,2021,4,575
2024,07,TXDPS,Weapon Offenses,2021,5,638
2024,07,TXDPS,Weapon Offenses,2021,6,596
2024,07,TXDPS,Weapon Offenses,2021,7,615
2024,07,TXDPS,Weapon Offenses,2022,1,632
2024,07,TXDPS,Weapon Offenses,2022,2,614
2024,07,TXDPS,Weapon Offenses,2022,3,658
2024,07,TXDPS,Weapon Offenses,2022,4,572
2024,07,TXDPS,Weapon Offenses,2022,5,561
2024,07,TXDPS,Weapon Offenses,2022,6,552
2024,07,TXDPS,Weapon Offenses,2022,7,600
2024,07,TXDPS,Weapon Offenses,2023,1,539
2024,07,TXDPS,Weapon Offenses,2023,2,507
2024,07,TXDPS,Weapon Offenses,2023,3,536
2024,07,TXDPS,Weapon Offenses,2023,4,439
2024,07,TXDPS,Weapon Offenses,2023,5,519
2024,07,TXDPS,Weapon Offenses,2023,6,455
2024,07,TXDPS,Weapon Offenses,2023,7,486
2024,07,TXDPS,Weapon Offenses,2024,1,377
2024,07,TXDPS,Weapon Offenses,2024,2,394
2024,07,TXDPS,Weapon Offenses,2024,3,360
2024,07,TXDPS,Weapon Offenses,2024,4,448
2024,07,TXDPS,Weapon Offenses,2024,5,326
2024,07,TXDPS,Weapon Offenses,2024,6,384
2024,07,TXDPS,Weapon Offenses,2024,7,365
2024,08,HCDC,Aggravated Assault,2020,1,316
2024,08,HCDC,Aggravated Assault,2020,2,269
2024,08,HCDC,Aggravated Assault,2020,3,297
2024,08,HCDC,Aggravated Assault,2020,4,352
2024,08,HCDC,Aggravated Assault,2020,5,410
2024,08,HCDC,Aggravated Assault,2020,6,334
2024,08,HCDC,Aggravated Assault,2020,7,340
2024,08,HCDC,Aggravated Assault,2020,8,366
2024,08,HCDC,Aggravated Assault,2021,1,422
2024,08,HCDC,Aggravated Assault,2021,2,339
2024,08,HCDC,Aggravated Assault,2021,3,399
2024,08,HCDC,Aggravated Assault,2021,4,454
2024,08,HCDC,Aggravated Assault,2021,5,463
2024,08,HCDC,Aggravated Assault,2021,6,398
2024,08,HCDC,Aggravated Assault,2021,7,444
2024,08,HCDC,Aggravated Assault,2021,8,433
2024,08,HCDC,Aggravated Assault,2022,1,376
2024,08,HCDC,Aggravated Assault,2022,2,341
2024,08,HCDC,Aggravated Assault,2022,3,354
2024,08,HCDC,Aggravated Assault,2022,4,348
2024,08,HCDC,Aggravated Assault,2022,5,394
2024,08,HCDC,Aggravated Assault,2022,6,344
2024,08,HCDC,Aggravated Assault,2022,7,392
2024,08,HCDC,Aggravated Assault,2022,8,355
2024,08,HCDC,Aggravated Assault,2023,1,396
2024,08,HCDC,Aggravated Assault,2023,2,276
2024,08,HCDC,Aggravated Assault,2023,3,387
2024,08,HCDC,Aggravated Assault,2023,4,374
2024,08,HCDC,Aggravated Assault,2023,5,440
2024,08,HCDC,Aggravated Assault,2023,6,438
2024,08,HCDC,Aggravated Assault,2023,7,422
2024,08,HCDC,Aggravated Assault,2023,8,428
2024,08,HCDC,Aggravated Assault,2024,1,318
2024,08,HCDC,Aggravated Assault,2024,2,401
2024,08,HCDC,Aggravated Assault,2024,3,437
2024,08,HCDC,Aggravated Assault,2024,4,482
2024,08,HCDC,Aggravated Assault,2024,5,445
2024,08,HCDC,Aggravated Assault,2024,6,477
2024,08,HCDC,Aggravated Assault,2024,7,517
2024,08,HCDC,Aggravated Assault,2024,8,489
2024,08,TXDPS,Aggravated Assault,2020,1,1369
2024,08,TXDPS,Aggravated Assault,2020,2,1550
2024,08,TXDPS,Aggravated Assault,2020,3,1989
2024,08,TXDPS,Aggravated Assault,2020,4,2091
2024,08,TXDPS,Aggravated Assault,2020,5,2500
2024,08,TXDPS,Aggravated Assault,2020,6,2234
2024,08,TXDPS,Aggravated Assault,2020,7,2343
2024,08,TXDPS,Aggravated Assault,2020,8,2544
2024,08,TXDPS,Aggravated Assault,2021,1,2232
2024,08,TXDPS,Aggravated Assault,2021,2,1889
2024,08,TXDPS,Aggravated Assault,2021,3,2109
2024,08,TXDPS,Aggravated Assault,2021,4,2258
2024,08,TXDPS,Aggravated Assault,2021,5,2461
2024,08,TXDPS,Aggravated Assault,2021,6,2450
2024,08,TXDPS,Aggravated Assault,2021,7,2482
2024,08,TXDPS,Aggravated Assault,2021,8,2326
2024,08,TXDPS,Aggravated Assault,2022,1,2127
2024,08,TXDPS,Aggravated Assault,2022,2,1884
2024,08,TXDPS,Aggravated Assault,2022,3,2167
2024,08,TXDPS,Aggravated Assault,2022,4,2110
2024,08,TXDPS,Aggravated Assault,2022,5,2432
2024,08,TXDPS,Aggravated Assault,2022,6,2048
2024,08,TXDPS,Aggravated Assault,2022,7,2234
2024,08,TXDPS,Aggravated Assault,2022,8,2146
2024,08,TXDPS,Aggravated Assault,2023,1,1942
2024,08,TXDPS,Aggravated Assault,2023,2,1719
2024,08,TXDPS,Aggravated Assault,2023,3,2200
2024,08,TXDPS,Aggravated Assault,2023,4,2178
2024,08,TXDPS,Aggravated Assault,2023,5,2180
2024,08,TXDPS,Aggravated Assault,2023,6,2089
2024,08,TXDPS,Aggravated Assault,2023,7,2188
2024,08,TXDPS,Aggravated Assault,2023,8,2177
2024,08,TXDPS,Aggravated Assault,2024,1,1703
2024,08,TXDPS,Aggravated Assault,2024,2,1730
2024,08,TXDPS,Aggravated Assault,2024,3,1854
2024,08,TXDPS,Aggravated Assault,2024,4,1954
2024,08,TXDPS,Aggravated Assault,2024,5,2086
2024,08,TXDPS,Aggravated Assault,2024,6,1976
2024,08,TXDPS,Aggravated Assault,2024,7,1863
2024,08,TXDPS,Aggravated Assault,2024,8,1706
2024,08,HCDC,Homicide,2020,1,35
2024,08,HCDC,Homicide,2020,2,39
2024,08,HCDC,Homicide,2020,3,22
2024,08,HCDC,Homicide,2020,4,39
2024,08,HCDC,Homicide,2020,5,49
2024,08,HCDC,Homicide,2020,6,28
2024,08,HCDC,Homicide,2020,7,38
2024,08,HCDC,Homicide,2020,8,61
2024,08,HCDC,Homicide,2021,1,42
2024,08,HCDC,Homicide,2021,2,34
2024,08,HCDC,Homicide,2021,3,61
2024,08,HCDC,Homicide,2021,4,61
2024,08,HCDC,Homicide,2021,5,33
2024,08,HCDC,Homicide,2021,6,37
2024,08,HCDC,Homicide,2021,7,66
2024,08,HCDC,Homicide,2021,8,46
2024,08,HCDC,Homicide,2022,1,47
2024,08,HCDC,Homicide,2022,2,46
2024,08,HCDC,Homicide,2022,3,40
2024,08,HCDC,Homicide,2022,4,49
2024,08,HCDC,Homicide,2022,5,42
2024,08,HCDC,Homicide,2022,6,53
2024,08,HCDC,Homicide,2022,7,60
2024,08,HCDC,Homicide,2022,8,65
2024,08,HCDC,Homicide,2023,1,49
2024,08,HCDC,Homicide,2023,2,47
2024,08,HCDC,Homicide,2023,3,48
2024,08,HCDC,Homicide,2023,4,56
2024,08,HCDC,Homicide,2023,5,44
2024,08,HCDC,Homicide,2023,6,68
2024,08,HCDC,Homicide,2023,7,63
2024,08,HCDC,Homicide,2023,8,53
2024,08,HCDC,Homicide,2024,1,33
2024,08,HCDC,Homicide,2024,2,24
2024,08,HCDC,Homicide,2024,3,38
2024,08,HCDC,Homicide,2024,4,62
2024,08,HCDC,Homicide,2024,5,36
2024,08,HCDC,Homicide,2024,6,44
2024,08,HCDC,Homicide,2024,7,32
2024,08,HCDC,Homicide,2024,8,46
2024,08,TXDPS,Homicide,2020,1,32
2024,08,TXDPS,Homicide,2020,2,27
2024,08,TXDPS,Homicide,2020,3,38
2024,08,TXDPS,Homicide,2020,4,55
2024,08,TXDPS,Homicide,2020,5,47
2024,08,TXDPS,Homicide,2020,6,43
2024,08,TXDPS,Homicide,2020,7,41
2024,08,TXDPS,Homicide,2020,8,53
2024,08,TXDPS,Homicide,2021,1,49
2024,08,TXDPS,Homicide,2021,2,49
2024,08,TXDPS,Homicide,2021,3,52
2024,08,TXDPS,Homicide,2021,4,54
2024,08,TXDPS,Homicide,2021,5,62
2024,08,TXDPS,Homicide,2021,6,64
2024,08,TXDPS,Homicide,2021,7,40
2024,08,TXDPS,Homicide,2021,8,51
2024,08,TXDPS,Homicide,2022,1,62
2024,08,TXDPS,Homicide,2022,2,53
